algorithm,budget,coverage,cost per coverage unit
greedy,40,12,2.66667
dynamic,40,9,4.22222
brute_force,40,9,4.22222
greedy,40,9,4.22222
dynamic,40,7,5.71429
brute_force,40,7,5.71429
greedy,40,6,6.16667
dynamic,40,5,6.4
brute_force,40,5,6.4
greedy,40,5,6.4
dynamic,40,8,4.875
brute_force,40,8,4.125
greedy,40,8,4.875
dynamic,40,10,3.5
brute_force,40,10,3.5
greedy,40,10,3.5
dynamic,40,8,4.625
brute_force,40,8,4
greedy,40,8,4
dynamic,40,5,6.4
brute_force,40,5,6.4
greedy,40,4,6.25
dynamic,40,10,3.6
brute_force,40,10,3.6
greedy,40,10,3.6
dynamic,40,11,3.63636
brute_force,40,11,3.63636
greedy,40,9,3.77778
dynamic,40,5,6
brute_force,40,5,6
greedy,40,5,6
dynamic,40,8,4
brute_force,40,8,4
greedy,40,8,4
dynamic,40,10,3.6
brute_force,40,10,3.6
greedy,40,10,3.6
dynamic,40,5,7.8
brute_force,40,5,7.8
greedy,40,5,7.8
dynamic,40,7,5.71429
brute_force,40,7,5.71429
greedy,40,6,5
dynamic,40,7,5.42857
brute_force,40,7,5.42857
greedy,40,6,4.33333
dynamic,40,11,3.63636
brute_force,40,11,3.63636
greedy,40,9,4
dynamic,40,7,4.57143
brute_force,40,7,4.57143
greedy,40,7,4.57143
dynamic,40,6,5.66667
brute_force,40,6,5.66667
greedy,40,6,5.66667
dynamic,40,7,4.71429
brute_force,40,7,4.71429
greedy,40,7,4.71429
dynamic,40,5,6.2
brute_force,40,5,6.2
greedy,40,4,5
dynamic,40,8,4.875
brute_force,40,8,4.875
greedy,40,6,4.83333
dynamic,40,6,6.16667
brute_force,40,6,5.66667
greedy,40,6,6.16667
dynamic,40,10,3.3
brute_force,40,10,3.3
greedy,40,10,3.3
dynamic,40,7,5
brute_force,40,7,5
greedy,40,7,5
dynamic,40,8,4.5
brute_force,40,8,4
greedy,40,8,4
dynamic,40,13,2.84615
brute_force,40,13,2.84615
greedy,40,13,2.84615
dynamic,40,7,5.14286
brute_force,40,7,5.14286
greedy,40,5,4.4
dynamic,40,7,5
brute_force,40,7,5
greedy,40,6,4.5
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,9,6.33333
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,9,6.33333
dynamic,60,13,4.46154
brute_force,60,13,4.30769
greedy,60,13,4.30769
dynamic,60,12,4.66667
brute_force,60,12,4.66667
greedy,60,12,4.66667
dynamic,60,13,4.38462
brute_force,60,13,4.38462
greedy,60,13,4.38462
dynamic,60,10,5.1
brute_force,60,10,5.1
greedy,60,10,5.1
dynamic,60,10,5.9
brute_force,60,10,5.9
greedy,60,9,6.55556
dynamic,60,16,3.3125
brute_force,60,16,3.3125
greedy,60,15,3.26667
dynamic,60,12,4.5
brute_force,60,12,4.5
greedy,60,12,4.5
dynamic,60,16,3.75
brute_force,60,16,3.75
greedy,60,12,3.66667
dynamic,60,14,3.85714
brute_force,60,14,3.64286
greedy,60,14,3.64286
dynamic,60,12,4.83333
brute_force,60,12,4.83333
greedy,60,11,4
dynamic,60,12,4.58333
brute_force,60,12,4.58333
greedy,60,12,4.58333
dynamic,60,8,5.875
brute_force,60,8,5.25
greedy,60,8,5.25
dynamic,60,13,4.46154
brute_force,60,13,4.15385
greedy,60,13,4.53846
dynamic,60,11,5.09091
brute_force,60,11,5.09091
greedy,60,11,5.09091
dynamic,60,9,5.88889
brute_force,60,9,5.77778
greedy,60,9,5.77778
dynamic,60,12,3.91667
brute_force,60,12,3.91667
greedy,60,12,3.91667
dynamic,60,13,4.61538
brute_force,60,13,4.61538
greedy,60,11,4.36364
dynamic,60,14,4
brute_force,60,14,4
greedy,60,14,4
dynamic,60,9,5.88889
brute_force,60,9,5.88889
greedy,60,9,5.88889
dynamic,60,11,5.09091
brute_force,60,11,5.09091
greedy,60,11,5.36364
dynamic,60,8,7.375
brute_force,60,8,6.25
greedy,60,8,6.25
dynamic,60,12,3.25
brute_force,60,12,3.25
greedy,60,12,3.25
dynamic,60,9,6.66667
brute_force,60,9,6.66667
greedy,60,8,5.125
dynamic,60,8,6.125
brute_force,60,8,5.875
greedy,60,8,5.875
dynamic,60,13,4.53846
brute_force,60,13,4.23077
greedy,60,13,4.23077
dynamic,60,11,5.45455
brute_force,60,11,4.90909
greedy,60,11,4.90909
dynamic,60,12,5
brute_force,60,12,5
greedy,60,10,5.3
dynamic,60,14,4
brute_force,60,14,4
greedy,60,14,4
dynamic,60,14,4.28571
brute_force,60,14,3.78571
greedy,60,14,3.78571
dynamic,60,11,4.90909
brute_force,60,11,4.90909
greedy,60,11,4.90909
dynamic,60,11,5.27273
brute_force,60,11,5.27273
greedy,60,10,4.6
dynamic,60,14,4
brute_force,60,14,4
greedy,60,14,4
dynamic,60,11,4.18182
brute_force,60,11,4.18182
greedy,60,11,4.18182
dynamic,60,14,4.21429
brute_force,60,14,4.21429
greedy,60,14,4.21429
dynamic,60,8,7
brute_force,60,8,6.375
greedy,60,8,6.375
dynamic,60,12,4.16667
brute_force,60,12,4.16667
greedy,60,12,4.16667
dynamic,60,12,4.41667
brute_force,60,12,4.41667
greedy,60,12,4.41667
dynamic,60,14,4.21429
brute_force,60,14,4.21429
greedy,60,14,4.21429
dynamic,60,11,4.72727
brute_force,60,11,4.72727
greedy,60,11,4.72727
dynamic,60,9,5.55556
brute_force,60,9,5.55556
greedy,60,9,5.55556
dynamic,60,12,4.66667
brute_force,60,12,4.66667
greedy,60,12,4.66667
dynamic,60,12,4.83333
brute_force,60,12,4.83333
greedy,60,10,4.5
dynamic,60,9,6
brute_force,60,9,6
greedy,60,8,5
dynamic,60,16,3.75
brute_force,60,16,3.75
greedy,60,15,3.8
dynamic,60,13,4.61538
brute_force,60,13,4.61538
greedy,60,12,3.91667
dynamic,60,14,3.92857
brute_force,60,14,3.78571
greedy,60,14,3.78571
dynamic,60,11,4.09091
brute_force,60,11,4
greedy,60,11,4
dynamic,60,11,4.81818
brute_force,60,11,4.54545
greedy,60,11,4.54545
dynamic,60,10,5.6
brute_force,60,10,5.6
greedy,60,10,5.6
dynamic,60,12,4.83333
brute_force,60,12,4.83333
greedy,60,11,4.72727
dynamic,60,9,5.88889
brute_force,60,9,5.88889
greedy,60,7,5.57143
dynamic,60,7,8
brute_force,60,7,7.57143
greedy,60,6,8.33333
dynamic,60,12,5
brute_force,60,12,5
greedy,60,11,4.18182
dynamic,60,7,7.42857
brute_force,60,7,7.42857
greedy,60,7,7.42857
dynamic,60,12,3.5
brute_force,60,12,3.5
greedy,60,12,4.83333
dynamic,60,14,3.92857
brute_force,60,14,3.92857
greedy,60,14,3.92857
dynamic,60,12,4.75
brute_force,60,12,4.75
greedy,60,11,4.27273
dynamic,60,11,4.72727
brute_force,60,11,4.72727
greedy,60,11,4.72727
dynamic,60,12,4.66667
brute_force,60,12,4.66667
greedy,60,12,4.66667
dynamic,60,13,4.53846
brute_force,60,13,4.53846
greedy,60,13,4.53846
dynamic,60,12,4.5
brute_force,60,12,4.5
greedy,60,12,4.5
dynamic,60,11,5.09091
brute_force,60,11,5.09091
greedy,60,10,4.8
dynamic,60,10,5.9
brute_force,60,10,5.9
greedy,60,10,5.9
dynamic,60,12,4.41667
brute_force,60,12,4.41667
greedy,60,12,4.41667
dynamic,60,11,5
brute_force,60,11,5
greedy,60,10,5.6
dynamic,60,12,4.58333
brute_force,60,12,4.58333
greedy,60,12,4.58333
dynamic,60,7,8.28571
brute_force,60,7,6.14286
greedy,60,7,6.14286
dynamic,60,12,4.91667
brute_force,60,12,4.91667
greedy,60,12,4.91667
dynamic,60,11,5.45455
brute_force,60,11,4.90909
greedy,60,11,5.18182
dynamic,60,13,3.53846
brute_force,60,13,3.53846
greedy,60,13,3.53846
dynamic,60,10,6
brute_force,60,10,6
greedy,60,9,5.55556
dynamic,60,13,4.15385
brute_force,60,13,4.15385
greedy,60,13,4.15385
dynamic,60,15,3.93333
brute_force,60,15,3.93333
greedy,60,15,3.93333
dynamic,60,12,4.75
brute_force,60,12,4.75
greedy,60,11,4.72727
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,10,5
dynamic,60,10,5.4
brute_force,60,10,5.4
greedy,60,10,5.4
dynamic,60,14,3.92857
brute_force,60,14,3.92857
greedy,60,13,4
dynamic,60,11,5.27273
brute_force,60,11,5.27273
greedy,60,11,5.27273
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,10,4.9
dynamic,60,8,6.875
brute_force,60,8,6.625
greedy,60,8,6.625
dynamic,60,14,3.92857
brute_force,60,14,3.92857
greedy,60,14,3.92857
dynamic,60,11,4.72727
brute_force,60,11,4.72727
greedy,60,11,4.72727
dynamic,60,9,5.66667
brute_force,60,9,5.66667
greedy,60,8,6.625
dynamic,60,15,4
brute_force,60,15,4
greedy,60,12,3.75
dynamic,60,9,6.66667
brute_force,60,9,6.66667
greedy,60,8,6.25
dynamic,60,9,6.44444
brute_force,60,9,6.44444
greedy,60,8,6
dynamic,60,11,5.18182
brute_force,60,11,5.18182
greedy,60,10,4.7
dynamic,60,11,5.27273
brute_force,60,11,5.27273
greedy,60,11,5.27273
dynamic,60,11,5.09091
brute_force,60,11,5.09091
greedy,60,11,5.09091
dynamic,60,10,5.1
brute_force,60,10,5.1
greedy,60,10,5.5
dynamic,60,15,3.8
brute_force,60,15,3.8
greedy,60,15,3.8
dynamic,60,13,4.38462
brute_force,60,13,4.38462
greedy,60,13,4.38462
dynamic,60,13,4.15385
brute_force,60,13,3.84615
greedy,60,13,3.84615
dynamic,60,12,5
brute_force,60,12,4.33333
greedy,60,10,4
dynamic,60,8,7.125
brute_force,60,8,7.125
greedy,60,8,7.125
dynamic,60,12,4.75
brute_force,60,12,4.66667
greedy,60,12,4.66667
dynamic,60,10,6
brute_force,60,10,5.3
greedy,60,10,5.3
dynamic,60,12,4.25
brute_force,60,12,4.25
greedy,60,12,4.25
dynamic,60,14,3.92857
brute_force,60,14,3.92857
greedy,60,14,3.92857
dynamic,60,15,4
brute_force,60,15,3.6
greedy,60,14,3.92857
dynamic,60,14,3.71429
brute_force,60,14,3.71429
greedy,60,14,3.71429
dynamic,60,12,4.91667
brute_force,60,12,4.5
greedy,60,12,4.5
dynamic,60,10,6
brute_force,60,10,6
greedy,60,9,5
dynamic,60,15,3.93333
brute_force,60,15,3.93333
greedy,60,15,3.93333
dynamic,60,11,5
brute_force,60,11,5
greedy,60,11,5
dynamic,60,11,5.36364
brute_force,60,11,4.81818
greedy,60,10,5.1
dynamic,60,13,4.61538
brute_force,60,13,4.61538
greedy,60,12,4.16667
dynamic,60,16,3.6875
brute_force,60,16,3.4375
greedy,60,15,3.4
dynamic,60,13,4.38462
brute_force,60,13,4.38462
greedy,60,13,4.38462
dynamic,60,13,4.23077
brute_force,60,13,4.23077
greedy,60,13,4.23077
dynamic,60,11,4.54545
brute_force,60,11,4.18182
greedy,60,11,4.18182
dynamic,60,12,4.91667
brute_force,60,12,4.16667
greedy,60,12,4.91667
dynamic,60,8,6.75
brute_force,60,8,4.875
greedy,60,8,4.875
dynamic,60,6,9.83333
brute_force,60,6,8.33333
greedy,60,6,8.33333
dynamic,60,13,3.46154
brute_force,60,13,3.46154
greedy,60,13,3.46154
dynamic,60,9,6.66667
brute_force,60,9,6.66667
greedy,60,7,6.57143
dynamic,60,15,4
brute_force,60,15,4
greedy,60,14,4
dynamic,60,10,5.7
brute_force,60,10,5.1
greedy,60,10,5.1
dynamic,60,9,6.55556
brute_force,60,9,5.11111
greedy,60,9,5.11111
dynamic,60,10,5.9
brute_force,60,10,5.9
greedy,60,10,5.9
dynamic,60,9,6.33333
brute_force,60,9,6.33333
greedy,60,8,5.5
dynamic,60,11,4.63636
brute_force,60,11,4.63636
greedy,60,11,4.63636
dynamic,60,12,4.91667
brute_force,60,12,4.91667
greedy,60,12,4.91667
dynamic,60,7,7.71429
brute_force,60,7,7.71429
greedy,60,7,7.71429
dynamic,60,10,5.3
brute_force,60,10,5.3
greedy,60,10,5.3
dynamic,60,13,4.38462
brute_force,60,13,4.38462
greedy,60,13,4.38462
dynamic,60,7,8.42857
brute_force,60,7,8.42857
greedy,60,6,9.83333
dynamic,60,15,3.73333
brute_force,60,15,3.73333
greedy,60,15,3.73333
dynamic,60,11,5.36364
brute_force,60,11,5.09091
greedy,60,11,5.18182
dynamic,60,11,5.18182
brute_force,60,11,4.72727
greedy,60,11,4.72727
dynamic,60,10,5.3
brute_force,60,10,5.3
greedy,60,10,5.3
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,10,5
dynamic,60,13,3.76923
brute_force,60,13,3.76923
greedy,60,13,3.76923
dynamic,60,18,3.33333
brute_force,60,18,3.33333
greedy,60,17,2.76471
dynamic,60,10,6
brute_force,60,10,5.7
greedy,60,10,5.7
dynamic,60,11,5.18182
brute_force,60,11,5.18182
greedy,60,10,4.4
dynamic,60,11,4.63636
brute_force,60,11,4.54545
greedy,60,11,4.54545
dynamic,60,12,5
brute_force,60,12,5
greedy,60,10,4.3
dynamic,60,12,5
brute_force,60,12,5
greedy,60,10,4.8
dynamic,60,12,4.91667
brute_force,60,12,4.66667
greedy,60,12,4.66667
dynamic,60,15,4
brute_force,60,15,4
greedy,60,14,3.57143
dynamic,60,9,6.44444
brute_force,60,9,5.88889
greedy,60,8,7.375
dynamic,60,9,6.22222
brute_force,60,9,6.22222
greedy,60,8,5.625
dynamic,60,12,4.5
brute_force,60,12,4.5
greedy,60,12,4.5
dynamic,60,9,5
brute_force,60,9,4.77778
greedy,60,9,6.33333
dynamic,60,11,5.27273
brute_force,60,11,5.18182
greedy,60,9,5
dynamic,60,10,5.6
brute_force,60,10,5.6
greedy,60,10,5.6
dynamic,60,11,5.45455
brute_force,60,11,5.36364
greedy,60,10,4.9
dynamic,60,10,4.8
brute_force,60,10,4.8
greedy,60,10,5.8
dynamic,60,13,3.61538
brute_force,60,13,3.61538
greedy,60,13,3.61538
dynamic,60,12,4.66667
brute_force,60,12,4.58333
greedy,60,12,4.58333
dynamic,60,11,4.81818
brute_force,60,11,4.81818
greedy,60,9,4.77778
dynamic,60,9,6.33333
brute_force,60,9,6.33333
greedy,60,9,6.33333
dynamic,60,11,5.18182
brute_force,60,11,5.18182
greedy,60,11,5.18182
dynamic,60,16,3.6875
brute_force,60,16,3.6875
greedy,60,15,3.4
dynamic,60,11,5.27273
brute_force,60,11,5.27273
greedy,60,11,5.27273
dynamic,60,11,4.27273
brute_force,60,11,4.27273
greedy,60,11,4.27273
dynamic,60,7,8
brute_force,60,7,8
greedy,60,7,8
dynamic,60,15,3.86667
brute_force,60,15,3.86667
greedy,60,15,3.86667
dynamic,60,13,4.07692
brute_force,60,13,4.07692
greedy,60,13,4.38462
dynamic,60,12,4.33333
brute_force,60,12,4.33333
greedy,60,10,5.6
dynamic,60,11,4.72727
brute_force,60,11,4.72727
greedy,60,11,4.72727
dynamic,60,13,4.61538
brute_force,60,13,4.61538
greedy,60,11,5.09091
dynamic,60,10,5.6
brute_force,60,10,5.6
greedy,60,10,5.6
dynamic,60,11,5.36364
brute_force,60,11,5.36364
greedy,60,11,5.36364
dynamic,60,7,8.28571
brute_force,60,7,7.14286
greedy,60,7,8.14286
dynamic,60,7,8
brute_force,60,7,7.57143
greedy,60,7,7.57143
dynamic,60,10,5
brute_force,60,10,5
greedy,60,10,5
dynamic,60,13,4.46154
brute_force,60,13,4.46154
greedy,60,13,4.46154
dynamic,60,16,3.5
brute_force,60,16,3.5
greedy,60,16,3.5
dynamic,60,11,5.18182
brute_force,60,11,5.18182
greedy,60,11,5.18182
dynamic,60,9,6.22222
brute_force,60,9,5.66667
greedy,60,9,5.66667
dynamic,60,8,6.5
brute_force,60,8,6.5
greedy,60,8,6.5
dynamic,60,12,4.5
brute_force,60,12,4.5
greedy,60,11,4.09091
dynamic,60,10,3.5
brute_force,60,10,3.5
greedy,60,10,4.6
dynamic,60,12,4.58333
brute_force,60,12,4.58333
greedy,60,12,4.58333
dynamic,60,7,8.57143
brute_force,60,7,8.57143
greedy,60,5,8.4
dynamic,60,13,4.15385
brute_force,60,13,4.15385
greedy,60,13,4.15385
dynamic,60,13,4.53846
brute_force,60,13,3.84615
greedy,60,13,3.84615
dynamic,60,8,7
brute_force,60,8,7
greedy,60,7,6.57143
dynamic,60,10,5.8
brute_force,60,10,4.5
greedy,60,10,4.5
dynamic,60,13,4.30769
brute_force,60,13,4.30769
greedy,60,13,4.30769
dynamic,60,6,9.66667
brute_force,60,6,8.16667
greedy,60,6,8.16667
dynamic,60,11,5.45455
brute_force,60,11,5.45455
greedy,60,9,4.77778
dynamic,60,9,6.44444
brute_force,60,9,5.33333
greedy,60,9,5.33333
dynamic,60,13,3.30769
brute_force,60,13,3.30769
greedy,60,13,4.07692
dynamic,60,9,6.66667
brute_force,60,9,6.55556
greedy,60,7,6.42857
dynamic,60,9,6.33333
brute_force,60,9,6.33333
greedy,60,8,6
dynamic,60,11,5
brute_force,60,11,5
greedy,60,11,5
dynamic,60,7,7.71429
brute_force,60,7,5.85714
greedy,60,7,5.85714
dynamic,60,9,6.33333
brute_force,60,9,5.88889
greedy,60,8,6.125
dynamic,60,9,5.66667
brute_force,60,9,5.66667
greedy,60,9,5.66667
dynamic,60,11,4.81818
brute_force,60,11,4.81818
greedy,60,11,5.18182
dynamic,60,10,6
brute_force,60,10,5.3
greedy,60,10,5.3
dynamic,60,10,5.8
brute_force,60,10,4.2
greedy,60,10,4.2
dynamic,60,15,3.93333
brute_force,60,15,3.93333
greedy,60,15,3.93333
dynamic,60,9,5.33333
brute_force,60,9,5.33333
greedy,60,9,5.33333
dynamic,60,9,6.33333
brute_force,60,9,6.33333
greedy,60,8,6
dynamic,80,11,6.36364
brute_force,80,11,5.45455
greedy,80,11,7.09091
dynamic,80,11,6.36364
brute_force,80,11,5.45455
greedy,80,11,7.09091
dynamic,80,16,4.8125
brute_force,80,16,4.8125
greedy,80,15,4.86667
dynamic,80,14,5.35714
brute_force,80,14,5.07143
greedy,80,14,5.07143
dynamic,80,14,5.5
brute_force,80,14,5.5
greedy,80,13,5.53846
dynamic,80,11,6
brute_force,80,11,6
greedy,80,11,7
dynamic,80,11,6.81818
brute_force,80,11,6.81818
greedy,80,10,7.9
dynamic,80,18,3.5
brute_force,80,18,3.5
greedy,80,18,3.5
dynamic,80,14,5.28571
brute_force,80,14,5.28571
greedy,80,13,4.92308
dynamic,80,17,4.11765
brute_force,80,17,4.11765
greedy,80,17,4.17647
dynamic,80,17,4.35294
brute_force,80,17,4.35294
greedy,80,17,4.35294
dynamic,80,14,5
brute_force,80,14,5
greedy,80,14,5
dynamic,80,13,6
brute_force,80,13,5.15385
greedy,80,13,5.84615
dynamic,80,10,6.6
brute_force,80,10,6.6
greedy,80,9,7.22222
dynamic,80,15,5
brute_force,80,15,4.73333
greedy,80,15,5.06667
dynamic,80,13,5.61538
brute_force,80,13,5.61538
greedy,80,13,5.69231
dynamic,80,10,8
brute_force,80,10,6.7
greedy,80,10,6.7
dynamic,80,15,5.26667
brute_force,80,15,5.26667
greedy,80,15,5.26667
dynamic,80,15,4.66667
brute_force,80,15,4.66667
greedy,80,15,4.66667
dynamic,80,16,4.8125
brute_force,80,16,4.8125
greedy,80,16,4.8125
dynamic,80,12,6.41667
brute_force,80,12,6.16667
greedy,80,12,6.16667
dynamic,80,12,6.25
brute_force,80,12,5.58333
greedy,80,12,6.58333
dynamic,80,10,7.4
brute_force,80,10,7.4
greedy,80,10,7.4
dynamic,80,15,4.86667
brute_force,80,15,4.86667
greedy,80,15,4.86667
dynamic,80,11,6.45455
brute_force,80,11,6.45455
greedy,80,11,6.45455
dynamic,80,11,6.63636
brute_force,80,11,6.45455
greedy,80,11,6.45455
dynamic,80,16,4.8125
brute_force,80,16,4.8125
greedy,80,15,4.6
dynamic,80,13,5.61538
brute_force,80,13,5.38462
greedy,80,13,5.38462
dynamic,80,15,5.06667
brute_force,80,15,5.06667
greedy,80,14,5
dynamic,80,17,4.64706
brute_force,80,17,4.64706
greedy,80,17,4.64706
dynamic,80,18,4.27778
brute_force,80,18,4.27778
greedy,80,18,4.27778
dynamic,80,12,5.5
brute_force,80,12,5.5
greedy,80,12,5.5
dynamic,80,13,5.53846
brute_force,80,13,5.53846
greedy,80,13,5.53846
dynamic,80,15,4.66667
brute_force,80,15,4.66667
greedy,80,15,4.66667
dynamic,80,12,5.91667
brute_force,80,12,5.66667
greedy,80,12,5.83333
dynamic,80,15,4.73333
brute_force,80,15,4.73333
greedy,80,15,4.73333
dynamic,80,9,6.77778
brute_force,80,9,6.77778
greedy,80,9,8.77778
dynamic,80,13,5.07692
brute_force,80,13,5
greedy,80,13,5.84615
dynamic,80,13,5.38462
brute_force,80,13,5.38462
greedy,80,13,5.46154
dynamic,80,16,4.6875
brute_force,80,16,4.6875
greedy,80,16,4.6875
dynamic,80,13,5.76923
brute_force,80,13,5.76923
greedy,80,13,5.76923
dynamic,80,11,6.90909
brute_force,80,11,6.90909
greedy,80,11,6.90909
dynamic,80,14,5.64286
brute_force,80,14,5.21429
greedy,80,12,5.83333
dynamic,80,14,5.71429
brute_force,80,14,5.71429
greedy,80,13,5.23077
dynamic,80,12,6.08333
brute_force,80,12,6.08333
greedy,80,11,5.81818
dynamic,80,19,4.10526
brute_force,80,19,4.05263
greedy,80,18,4.22222
dynamic,80,15,5.06667
brute_force,80,15,5.06667
greedy,80,15,5.06667
dynamic,80,17,4.52941
brute_force,80,17,4.41176
greedy,80,17,4.41176
dynamic,80,14,4.35714
brute_force,80,14,4.35714
greedy,80,14,4.35714
dynamic,80,14,5.71429
brute_force,80,14,5.71429
greedy,80,13,5.76923
dynamic,80,12,6
brute_force,80,12,6
greedy,80,12,6
dynamic,80,13,5.76923
brute_force,80,13,5.30769
greedy,80,13,5.30769
dynamic,80,11,7.18182
brute_force,80,11,7.18182
greedy,80,10,6.3
dynamic,80,8,8.25
brute_force,80,8,8.25
greedy,80,8,8.25
dynamic,80,14,5.57143
brute_force,80,14,5
greedy,80,14,5.64286
dynamic,80,9,8.22222
brute_force,80,9,8.22222
greedy,80,9,8.22222
dynamic,80,14,5.5
brute_force,80,14,5.5
greedy,80,12,4.83333
dynamic,80,16,5
brute_force,80,16,5
greedy,80,14,5.14286
dynamic,80,15,4.73333
brute_force,80,15,4.73333
greedy,80,15,4.73333
dynamic,80,14,5.64286
brute_force,80,14,5.64286
greedy,80,14,5.64286
dynamic,80,14,5.64286
brute_force,80,14,5.64286
greedy,80,12,4.66667
dynamic,80,14,5.28571
brute_force,80,14,5.28571
greedy,80,13,5.92308
dynamic,80,14,5.64286
brute_force,80,14,5.64286
greedy,80,13,5.84615
dynamic,80,13,5.61538
brute_force,80,13,5.23077
greedy,80,13,5.23077
dynamic,80,13,6
brute_force,80,13,6
greedy,80,13,6
dynamic,80,14,5.28571
brute_force,80,14,5.21429
greedy,80,12,5.83333
dynamic,80,13,6.07692
brute_force,80,13,5.53846
greedy,80,12,6.08333
dynamic,80,14,5.71429
brute_force,80,14,5.71429
greedy,80,13,6
dynamic,80,9,8.88889
brute_force,80,9,8.22222
greedy,80,9,8.22222
dynamic,80,13,5.69231
brute_force,80,13,5.69231
greedy,80,12,4.91667
dynamic,80,15,5.33333
brute_force,80,15,5.13333
greedy,80,15,5.26667
dynamic,80,15,5.33333
brute_force,80,15,4.6
greedy,80,15,4.6
dynamic,80,11,7
brute_force,80,11,6.72727
greedy,80,11,7
dynamic,80,14,5.64286
brute_force,80,14,5.35714
greedy,80,13,5.61538
dynamic,80,16,4.875
brute_force,80,16,4.5625
greedy,80,16,4.5625
dynamic,80,14,4.78571
brute_force,80,14,4.78571
greedy,80,14,4.78571
dynamic,80,13,6.15385
brute_force,80,13,6.15385
greedy,80,11,5.45455
dynamic,80,12,6.58333
brute_force,80,12,6.41667
greedy,80,12,6.58333
dynamic,80,16,4.9375
brute_force,80,16,4.9375
greedy,80,14,5.28571
dynamic,80,13,5.76923
brute_force,80,13,5.76923
greedy,80,13,5.76923
dynamic,80,13,5.92308
brute_force,80,13,5.92308
greedy,80,13,5.92308
dynamic,80,10,7.1
brute_force,80,10,7.1
greedy,80,10,7.1
dynamic,80,17,4.41176
brute_force,80,17,4.41176
greedy,80,17,4.41176
dynamic,80,13,5.76923
brute_force,80,13,5.76923
greedy,80,13,5.76923
dynamic,80,12,5.91667
brute_force,80,12,5.91667
greedy,80,12,5.91667
dynamic,80,16,4.375
brute_force,80,16,4.375
greedy,80,16,4.375
dynamic,80,11,6.90909
brute_force,80,11,6.90909
greedy,80,10,7.6
dynamic,80,12,6.66667
brute_force,80,12,6.66667
greedy,80,11,6.54545
dynamic,80,13,6
brute_force,80,13,5.53846
greedy,80,13,5.53846
dynamic,80,11,5.27273
brute_force,80,11,5.27273
greedy,80,11,5.27273
dynamic,80,13,6
brute_force,80,13,5.84615
greedy,80,13,5.84615
dynamic,80,12,6.5
brute_force,80,12,6.41667
greedy,80,12,6.41667
dynamic,80,17,4.35294
brute_force,80,17,4.35294
greedy,80,17,4.35294
dynamic,80,15,5.13333
brute_force,80,15,5.13333
greedy,80,14,4.78571
dynamic,80,16,4.8125
brute_force,80,16,4.8125
greedy,80,15,5.2
dynamic,80,14,5
brute_force,80,14,4.42857
greedy,80,14,4.42857
dynamic,80,9,8.88889
brute_force,80,9,8.44444
greedy,80,9,8.66667
dynamic,80,15,5.33333
brute_force,80,15,5.33333
greedy,80,13,4.69231
dynamic,80,12,5.66667
brute_force,80,12,5.66667
greedy,80,12,5.66667
dynamic,80,15,5.13333
brute_force,80,15,5.13333
greedy,80,15,5.13333
dynamic,80,18,4.33333
brute_force,80,18,4.33333
greedy,80,18,4.33333
dynamic,80,18,4.22222
brute_force,80,18,4.11111
greedy,80,16,4.375
dynamic,80,17,4.47059
brute_force,80,17,4.47059
greedy,80,16,4.9375
dynamic,80,16,5
brute_force,80,16,5
greedy,80,14,4.78571
dynamic,80,13,5.84615
brute_force,80,13,5.84615
greedy,80,12,6.25
dynamic,80,16,4.625
brute_force,80,16,4.3125
greedy,80,16,4.625
dynamic,80,14,5.64286
brute_force,80,14,5.64286
greedy,80,13,5.92308
dynamic,80,13,5.92308
brute_force,80,13,4.84615
greedy,80,13,5.69231
dynamic,80,15,5
brute_force,80,15,4.8
greedy,80,15,4.8
dynamic,80,18,4.33333
brute_force,80,18,4.16667
greedy,80,16,4.0625
dynamic,80,14,5.07143
brute_force,80,14,5.07143
greedy,80,14,5.07143
dynamic,80,15,5.06667
brute_force,80,15,5.06667
greedy,80,15,5.06667
dynamic,80,13,5.61538
brute_force,80,13,5.53846
greedy,80,12,5.33333
dynamic,80,15,4.33333
brute_force,80,15,4.33333
greedy,80,15,4.33333
dynamic,80,12,6.66667
brute_force,80,12,6.66667
greedy,80,11,7.18182
dynamic,80,8,9.625
brute_force,80,8,9.625
greedy,80,6,8.33333
dynamic,80,16,4.375
brute_force,80,16,4.375
greedy,80,16,4.375
dynamic,80,10,7.8
brute_force,80,10,7
greedy,80,10,7
dynamic,80,17,4.11765
brute_force,80,17,4.11765
greedy,80,17,4.11765
dynamic,80,12,6.33333
brute_force,80,12,5.58333
greedy,80,12,5.58333
dynamic,80,11,7.27273
brute_force,80,11,6.09091
greedy,80,11,6.09091
dynamic,80,13,6
brute_force,80,13,6
greedy,80,13,6
dynamic,80,11,7.27273
brute_force,80,11,7.18182
greedy,80,10,6.7
dynamic,80,13,5.76923
brute_force,80,13,5.76923
greedy,80,13,5.76923
dynamic,80,13,5.30769
brute_force,80,13,5.23077
greedy,80,12,4.91667
dynamic,80,9,8.44444
brute_force,80,9,8.11111
greedy,80,9,8.11111
dynamic,80,11,7.18182
brute_force,80,11,6.54545
