algorithm,budget,coverage,cost_per_coverage,distribution,radius,time
random,1500,12,123.083,4,2,0
bad_greedy,1500,24,61.4167,4,2,1
k=1,1500,25,57.28,4,2,60
k=2,1500,25,57.28,4,2,3014
greedy,1500,79,18.9873,2,2,3
random,1500,76,19.7368,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,79,18.9873,2,2,61
k=2,1500,79,18.9873,2,2,2960
greedy,1500,100,4.32,3,2,3
random,1500,100,4.48,3,2,0
bad_greedy,1500,100,4.48,3,2,1
k=1,1500,100,4.32,3,2,63
k=2,1500,100,4.32,3,2,3100
greedy,1500,24,60.2917,4,2,3
random,1500,12,122.583,4,2,0
bad_greedy,1500,24,61.25,4,2,1
k=1,1500,24,60.2917,4,2,62
k=2,1500,24,60.2917,4,2,3028
greedy,1500,78,19.2308,2,2,4
random,1500,76,19.7368,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,78,19.2308,2,2,58
k=2,1500,78,19.2308,2,2,3022
greedy,1500,100,4.52,3,2,4
random,1500,100,4.69,3,2,0
bad_greedy,1500,100,4.69,3,2,1
k=1,1500,100,4.52,3,2,64
k=2,1500,100,4.52,3,2,3101
greedy,1500,27,52.7407,4,2,4
random,1500,10,148.2,4,2,0
bad_greedy,1500,25,57.8,4,2,1
k=1,1500,27,52.7407,4,2,77
k=2,1500,27,52.7407,4,2,3861
greedy,1500,78,19.2308,2,2,3
random,1500,77,19.4805,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,78,19.2308,2,2,61
k=2,1500,78,19.2308,2,2,3087
greedy,1500,100,4.26,3,2,3
random,1500,100,4.48,3,2,0
bad_greedy,1500,100,4.48,3,2,1
k=1,1500,100,4.26,3,2,62
k=2,1500,100,4.26,3,2,3137
greedy,1500,24,60.3333,4,2,3
random,1500,11,135,4,2,0
bad_greedy,1500,23,62.6957,4,2,1
k=1,1500,24,60.3333,4,2,61
k=2,1500,24,60.3333,4,2,3052
greedy,1500,77,19.4805,2,2,3
random,1500,76,19.7368,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,77,19.4805,2,2,60
k=2,1500,77,19.4805,2,2,3011
greedy,1500,100,4.24,3,2,3
random,1500,100,4.3,3,2,0
bad_greedy,1500,100,4.3,3,2,1
k=1,1500,100,4.24,3,2,62
k=2,1500,100,4.24,3,2,3090
greedy,1500,23,62.8261,4,2,3
random,1500,12,122.583,4,2,0
bad_greedy,1500,23,62.8261,4,2,1
k=1,1500,23,62.8261,4,2,60
k=2,1500,23,62.8261,4,2,3055
greedy,1500,79,18.9873,2,2,3
random,1500,77,19.4805,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,79,18.9873,2,2,59
k=2,1500,79,18.9873,2,2,2927
greedy,1500,100,4.07,3,2,3
random,1500,100,4.35,3,2,0
bad_greedy,1500,100,4.35,3,2,1
k=1,1500,100,4.07,3,2,62
k=2,1500,100,4.07,3,2,3083
greedy,1500,26,56.5,4,2,3
random,1500,12,122.75,4,2,0
bad_greedy,1500,24,61.7083,4,2,1
k=1,1500,26,56.5,4,2,62
k=2,1500,26,56.5,4,2,2999
greedy,1500,76,19.7368,2,2,3
random,1500,75,20,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,76,19.7368,2,2,60
k=2,1500,76,19.7368,2,2,2983
greedy,1500,100,4.6,3,2,3
random,1500,100,4.71,3,2,0
bad_greedy,1500,100,4.71,3,2,1
k=1,1500,100,4.6,3,2,64
k=2,1500,100,4.6,3,2,3072
greedy,1500,24,58.9583,4,2,3
random,1500,11,135.818,4,2,0
bad_greedy,1500,23,64.6087,4,2,2
k=1,1500,24,58.9583,4,2,69
k=2,1500,24,58.9583,4,2,3029
greedy,1500,80,18.75,2,2,3
random,1500,78,19.2308,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,80,18.75,2,2,60
k=2,1500,80,18.75,2,2,2958
greedy,1500,100,4.32,3,2,3
random,1500,100,4.67,3,2,0
bad_greedy,1500,100,4.67,3,2,1
k=1,1500,100,4.32,3,2,62
k=2,1500,100,4.32,3,2,3051
greedy,1500,22,64.7727,4,2,3
random,1500,12,120.75,4,2,0
bad_greedy,1500,21,68.619,4,2,1
k=1,1500,22,64.7727,4,2,63
k=2,1500,22,64.7727,4,2,3040
greedy,1500,100,7.2,2,10,14
random,1500,94,15.9574,2,10,0
bad_greedy,1500,84,17.8571,2,10,1
k=1,1500,100,7.2,2,10,32
k=2,1500,100,7.2,2,10,1579
greedy,1500,100,1.26,3,10,3
random,1500,100,4.56,3,10,0
bad_greedy,1500,100,4.56,3,10,1
k=1,1500,100,1.25,3,10,33
k=2,1500,100,1.24,3,10,1654
greedy,1500,55,27.0182,4,10,3
random,1500,29,50.8966,4,10,0
bad_greedy,1500,32,44.5938,4,10,1
k=1,1500,56,26.3929,4,10,62
k=2,1500,56,26.1786,4,10,2614
greedy,1500,100,8.4,2,10,3
random,1500,92,16.3043,2,10,0
bad_greedy,1500,88,17.0455,2,10,1
k=1,1500,100,8.4,2,10,40
k=2,1500,100,8.4,2,10,2233
greedy,1500,100,0.98,3,10,4
random,1500,100,4.22,3,10,0
bad_greedy,1500,100,4.22,3,10,2
k=1,1500,100,0.96,3,10,40
k=2,1500,100,0.94,3,10,1524
greedy,1500,56,25.9821,4,10,4
random,1500,21,69.2381,4,10,0
bad_greedy,1500,34,41.7059,4,10,1
k=1,1500,56,25.9821,4,10,50
k=2,1500,56,25.9821,4,10,2992
greedy,1500,100,8.6,2,10,4
random,1500,94,15.9574,2,10,0
bad_greedy,1500,88,17.0455,2,10,2
k=1,1500,100,8.4,2,10,60
k=2,1500,100,8.4,2,10,2422
greedy,1500,100,0.98,3,10,5
random,1500,100,4.31,3,10,0
bad_greedy,1500,100,4.31,3,10,2
k=1,1500,100,0.95,3,10,52
k=2,1500,100,0.94,3,10,2450
greedy,1500,66,22.3182,4,10,4
random,1500,25,59.76,4,10,0
bad_greedy,1500,44,33.8636,4,10,2
k=1,1500,66,22.3182,4,10,57
k=2,1500,66,22.3182,4,10,3334
greedy,1500,100,9,2,10,4
random,1500,90,16.6667,2,10,0
bad_greedy,1500,86,17.4419,2,10,2
k=1,1500,100,9,2,10,63
k=2,1500,100,9,2,10,3002
greedy,1500,100,1.2,3,10,4
random,1500,100,4.39,3,10,0
bad_greedy,1500,100,4.39,3,10,2
k=1,1500,100,1.17,3,10,59
k=2,1500,100,1.15,3,10,1894
greedy,1500,57,26.3158,4,10,4
random,1500,26,55.9615,4,10,0
bad_greedy,1500,33,44.2727,4,10,1
k=1,1500,57,25.8421,4,10,51
k=2,1500,57,25.8421,4,10,2565
greedy,1500,100,8.4,2,10,3
random,1500,93,16.129,2,10,0
bad_greedy,1500,89,16.8539,2,10,1
k=1,1500,100,8.4,2,10,38
k=2,1500,100,8.4,2,10,1735
greedy,1500,100,1.52,3,10,3
random,1500,100,4.68,3,10,0
bad_greedy,1500,100,4.68,3,10,1
k=1,1500,100,1.43,3,10,34
k=2,1500,100,1.4,3,10,1598
greedy,1500,60,24.0833,4,10,3
random,1500,27,54.3333,4,10,0
bad_greedy,1500,34,42.8235,4,10,1
k=1,1500,60,24.0833,4,10,48
k=2,1500,60,24.0833,4,10,2371
greedy,1500,100,8.4,2,10,3
random,1500,94,15.9574,2,10,0
bad_greedy,1500,83,18.0723,2,10,1
k=1,1500,100,8.4,2,10,44
k=2,1500,100,8.4,2,10,1730
greedy,1500,100,1.26,3,10,3
random,1500,100,4.53,3,10,0
bad_greedy,1500,100,4.53,3,10,1
k=1,1500,100,1.23,3,10,36
k=2,1500,100,1.2,3,10,1711
greedy,1500,63,23.2381,4,10,3
random,1500,38,38.7105,4,10,0
bad_greedy,1500,33,44.9697,4,10,1
k=1,1500,63,23.0635,4,10,53
k=2,1500,63,23.0635,4,10,2576
greedy,1500,100,8.8,2,10,3
random,1500,91,16.4835,2,10,0
bad_greedy,1500,85,17.6471,2,10,1
k=1,1500,100,8.6,2,10,37
k=2,1500,100,8.6,2,10,1839
greedy,1500,100,1.3,3,10,3
random,1500,100,4.54,3,10,0
bad_greedy,1500,100,4.54,3,10,1
k=1,1500,100,1.26,3,10,35
k=2,1500,100,1.24,3,10,1651
greedy,1500,56,26.3036,4,10,3
random,1500,32,45.4062,4,10,0
bad_greedy,1500,36,39.3056,4,10,1
k=1,1500,56,26.3036,4,10,53
k=2,1500,56,26.3036,4,10,2703
greedy,1500,100,8.8,2,10,3
random,1500,97,15.4639,2,10,0
bad_greedy,1500,84,17.8571,2,10,1
k=1,1500,100,8.6,2,10,38
k=2,1500,100,8.6,2,10,1788
greedy,1500,100,1.3,3,10,3
random,1500,100,4.68,3,10,0
bad_greedy,1500,100,4.68,3,10,2
k=1,1500,100,1.27,3,10,40
k=2,1500,100,1.24,3,10,2058
greedy,1500,64,23.0625,4,10,4
random,1500,35,42,4,10,0
bad_greedy,1500,39,36.5385,4,10,1
k=1,1500,64,23.0625,4,10,55
k=2,1500,64,23.0625,4,10,2756
greedy,1500,100,8.8,2,10,3
random,1500,99,15.1515,2,10,0
bad_greedy,1500,86,17.4419,2,10,1
k=1,1500,100,8.8,2,10,40
k=2,1500,100,8.8,2,10,2069
greedy,1500,100,1.43,3,10,3
random,1500,100,4.55,3,10,0
bad_greedy,1500,100,4.55,3,10,1
k=1,1500,100,1.4,3,10,44
k=2,1500,100,1.37,3,10,2081
greedy,1500,63,23.6032,4,10,3
random,1500,37,40.2973,4,10,0
bad_greedy,1500,47,31.8936,4,10,2
k=1,1500,63,23.1905,4,10,62
k=2,1500,63,23.1905,4,10,2714
greedy,1500,100,8.2,2,10,3
random,1500,96,15.625,2,10,0
bad_greedy,1500,88,17.0455,2,10,1
k=1,1500,100,8.2,2,10,38
k=2,1500,100,8.2,2,10,1913
greedy,1500,100,1.25,3,10,3
random,1500,100,4.72,3,10,0
bad_greedy,1500,100,4.72,3,10,1
k=1,1500,100,1.22,3,10,38
k=2,1500,100,1.21,3,10,2210
greedy,1500,60,24.3333,4,10,3
random,1500,37,40.3784,4,10,0
bad_greedy,1500,35,42.7714,4,10,1
k=1,1500,61,24.3934,4,10,65
k=2,1500,61,24.377,4,10,2997
greedy,2000,100,7.6,2,11,7
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.6,2,11,32
k=2,2000,100,7.6,2,11,1592
greedy,2000,100,1.29,3,11,3
random,2000,100,4.63,3,11,0
bad_greedy,2000,100,4.63,3,11,1
k=1,2000,100,1.19,3,11,31
k=2,2000,100,1.13,3,11,1493
greedy,2000,69,28.9855,4,11,3
random,2000,45,43.5778,4,11,0
bad_greedy,2000,43,44.8837,4,11,1
k=1,2000,70,28.5429,4,11,51
k=2,2000,70,28.2714,4,11,2591
greedy,2000,100,7.6,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.6,2,11,33
k=2,2000,100,7.6,2,11,1551
greedy,2000,100,1.26,3,11,3
random,2000,100,4.93,3,11,0
bad_greedy,2000,100,4.93,3,11,1
k=1,2000,100,1.21,3,11,30
k=2,2000,100,1.18,3,11,1427
greedy,2000,66,29.8939,4,11,3
random,2000,39,51.2564,4,11,0
bad_greedy,2000,38,52.1842,4,11,1
k=1,2000,66,29.4545,4,11,48
k=2,2000,66,29.4545,4,11,2334
greedy,2000,100,7.6,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.4,2,11,33
k=2,2000,100,7.4,2,11,1575
greedy,2000,100,0.97,3,11,3
random,2000,100,4.41,3,11,0
bad_greedy,2000,100,4.41,3,11,1
k=1,2000,100,0.89,3,11,30
k=2,2000,100,0.86,3,11,1409
greedy,2000,69,28.9855,4,11,3
random,2000,39,51.2564,4,11,0
bad_greedy,2000,48,41.0625,4,11,1
k=1,2000,69,28.4058,4,11,48
k=2,2000,69,28.4058,4,11,2307
greedy,2000,100,7,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7,2,11,31
k=2,2000,100,7,2,11,1491
greedy,2000,100,1.02,3,11,3
random,2000,100,4.65,3,11,0
bad_greedy,2000,100,4.65,3,11,1
k=1,2000,100,1.01,3,11,30
k=2,2000,100,1,3,11,1369
greedy,2000,77,25.8961,4,11,3
random,2000,30,65.2333,4,11,0
bad_greedy,2000,57,34.8596,4,11,1
k=1,2000,77,25.8571,4,11,46
k=2,2000,77,25.5974,4,11,2235
greedy,2000,100,7.4,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.2,2,11,32
k=2,2000,100,7.2,2,11,1517
greedy,2000,100,0.98,3,11,3
random,2000,100,4.2,3,11,0
bad_greedy,2000,100,4.2,3,11,1
k=1,2000,100,0.95,3,11,31
k=2,2000,100,0.93,3,11,1473
greedy,2000,69,28.029,4,11,3
random,2000,41,48.4146,4,11,0
bad_greedy,2000,55,36.2909,4,11,1
k=1,2000,70,27.7857,4,11,49
k=2,2000,70,27.7857,4,11,2397
greedy,2000,100,7.8,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.6,2,11,33
k=2,2000,100,7.4,2,11,1606
greedy,2000,100,1.12,3,11,3
random,2000,100,4.29,3,11,0
bad_greedy,2000,100,4.29,3,11,1
k=1,2000,100,1.09,3,11,34
k=2,2000,100,1.07,3,11,1631
greedy,2000,70,28.5714,4,11,3
random,2000,40,49.975,4,11,0
bad_greedy,2000,48,41,4,11,1
k=1,2000,70,28.5714,4,11,50
k=2,2000,70,28.5714,4,11,2454
greedy,2000,100,8.2,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.8,2,11,35
k=2,2000,100,7.8,2,11,1672
greedy,2000,100,1.07,3,11,3
random,2000,100,4.28,3,11,0
bad_greedy,2000,100,4.28,3,11,1
k=1,2000,100,1.04,3,11,31
k=2,2000,100,1.02,3,11,1499
greedy,2000,68,29.3971,4,11,3
random,2000,28,70.0714,4,11,0
bad_greedy,2000,48,39.7292,4,11,1
k=1,2000,68,29.3971,4,11,50
k=2,2000,68,29.3971,4,11,2405
greedy,2000,100,7.4,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.4,2,11,32
k=2,2000,100,7.4,2,11,1559
greedy,2000,100,1.21,3,11,3
random,2000,100,4.62,3,11,0
bad_greedy,2000,100,4.62,3,11,1
k=1,2000,100,1.11,3,11,27
k=2,2000,100,1.1,3,11,1309
greedy,2000,64,30.7344,4,11,3
random,2000,32,61.5,4,11,0
bad_greedy,2000,41,48.3415,4,11,1
k=1,2000,64,30.6562,4,11,49
k=2,2000,64,30.6094,4,11,2461
greedy,2000,100,8.2,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,7.6,2,11,34
k=2,2000,100,7.6,2,11,1656
greedy,2000,100,1.24,3,11,3
random,2000,100,4.8,3,11,0
bad_greedy,2000,100,4.8,3,11,1
k=1,2000,100,1.21,3,11,33
k=2,2000,100,1.2,3,11,1578
greedy,2000,60,32.7,4,11,3
random,2000,23,85.4348,4,11,0
bad_greedy,2000,43,44.4186,4,11,1
k=1,2000,60,32.7,4,11,50
k=2,2000,60,32.7,4,11,2440
greedy,2000,100,7,2,11,3
random,2000,100,20,2,11,0
bad_greedy,2000,100,20,2,11,1
k=1,2000,100,6.8,2,11,30
k=2,2000,100,6.6,2,11,1445
greedy,2000,100,1.17,3,11,3
random,2000,100,4.36,3,11,0
bad_greedy,2000,100,4.36,3,11,1
k=1,2000,100,1.13,3,11,34
k=2,2000,100,1.11,3,11,1590
greedy,2000,72,27.6111,4,11,3
random,2000,43,45.7907,4,11,0
bad_greedy,2000,43,44.6047,4,11,1
k=1,2000,72,26.9306,4,11,41
k=2,2000,72,26.9306,4,11,2012
greedy,1500,100,3.2,2,20,8
random,1500,100,15,2,20,0
bad_greedy,1500,90,16.6667,2,20,1
k=1,1500,100,2.8,2,20,15
k=2,1500,100,2.8,2,20,703
greedy,1500,100,0.34,3,20,3
random,1500,100,4.34,3,20,0
bad_greedy,1500,100,4.34,3,20,1
k=1,1500,100,0.32,3,20,17
k=2,1500,100,0.3,3,20,751
greedy,1500,84,17.3452,4,20,3
random,1500,69,21.6377,4,20,0
bad_greedy,1500,53,27.3208,4,20,1
k=1,1500,84,17.3452,4,20,41
k=2,1500,84,17.3452,4,20,1921
greedy,1500,100,3,2,20,3
random,1500,98,15.3061,2,20,0
bad_greedy,1500,95,15.7895,2,20,1
k=1,1500,100,3,2,20,15
k=2,1500,100,3,2,20,681
greedy,1500,100,0.37,3,20,3
random,1500,100,4.78,3,20,0
bad_greedy,1500,100,4.78,3,20,1
k=1,1500,100,0.33,3,20,16
k=2,1500,100,0.31,3,20,730
greedy,1500,87,17.1264,4,20,3
random,1500,55,27.0545,4,20,0
bad_greedy,1500,58,24.2069,4,20,1
k=1,1500,87,16.5517,4,20,32
k=2,1500,88,16.7045,4,20,1557
greedy,1500,100,4,2,20,3
random,1500,99,15.1515,2,20,0
bad_greedy,1500,88,17.0455,2,20,1
k=1,1500,100,3.8,2,20,20
k=2,1500,100,3.8,2,20,910
greedy,1500,100,0.28,3,20,3
random,1500,100,4.62,3,20,0
bad_greedy,1500,100,4.62,3,20,1
k=1,1500,100,0.28,3,20,13
k=2,1500,100,0.28,3,20,558
greedy,1500,82,17.378,4,20,4
random,1500,60,24.6,4,20,0
bad_greedy,1500,43,33.2326,4,20,1
k=1,1500,83,17.9157,4,20,42
k=2,1500,83,17.9157,4,20,2010
greedy,1500,100,3.2,2,20,3
random,1500,100,15,2,20,0
bad_greedy,1500,92,16.3043,2,20,1
k=1,1500,100,3,2,20,16
k=2,1500,100,3,2,20,731
greedy,1500,100,0.32,3,20,3
random,1500,100,4.73,3,20,0
bad_greedy,1500,100,4.73,3,20,1
k=1,1500,100,0.32,3,20,15
k=2,1500,100,0.32,3,20,644
greedy,1500,86,17.314,4,20,3
random,1500,63,23.3651,4,20,0
bad_greedy,1500,52,27.9808,4,20,1
k=1,1500,86,17.2791,4,20,37
k=2,1500,86,16.8721,4,20,1791
greedy,1500,100,3.4,2,20,3
random,1500,99,15.1515,2,20,0
bad_greedy,1500,90,16.6667,2,20,1
k=1,1500,100,3.2,2,20,16
k=2,1500,100,3.2,2,20,744
greedy,1500,100,0.23,3,20,3
random,1500,100,4.36,3,20,0
bad_greedy,1500,100,4.36,3,20,1
k=1,1500,100,0.21,3,20,15
k=2,1500,100,0.21,3,20,677
greedy,1500,91,16.4396,4,20,3
random,1500,58,25.4483,4,20,0
bad_greedy,1500,60,23.75,4,20,1
k=1,1500,91,16.2857,4,20,36
k=2,1500,91,15.7143,4,20,1752
greedy,1500,100,3.6,2,20,3
random,1500,97,15.4639,2,20,0
bad_greedy,1500,97,15.4639,2,20,1
k=1,1500,100,3.6,2,20,18
k=2,1500,100,3.6,2,20,856
greedy,1500,100,0.39,3,20,3
random,1500,100,4.83,3,20,0
bad_greedy,1500,100,4.83,3,20,1
k=1,1500,100,0.33,3,20,16
k=2,1500,100,0.31,3,20,723
greedy,1500,90,16,4,20,3
random,1500,58,25.2586,4,20,0
bad_greedy,1500,61,23.5082,4,20,1
k=1,1500,90,15.8889,4,20,33
k=2,1500,90,15.8889,4,20,1647
greedy,1500,100,3.2,2,20,3
random,1500,100,15,2,20,0
bad_greedy,1500,97,15.4639,2,20,1
k=1,1500,100,3,2,20,16
k=2,1500,100,2.8,2,20,710
greedy,1500,100,0.41,3,20,3
random,1500,100,4.25,3,20,0
bad_greedy,1500,100,4.25,3,20,1
k=1,1500,100,0.36,3,20,16
k=2,1500,100,0.34,3,20,707
greedy,1500,89,16.3596,4,20,3
random,1500,56,25.9643,4,20,0
bad_greedy,1500,55,26.5273,4,20,1
k=1,1500,90,16.2778,4,20,33
k=2,1500,90,15.7778,4,20,1582
greedy,1500,100,3.8,2,20,3
random,1500,100,15,2,20,0
bad_greedy,1500,94,15.9574,2,20,1
k=1,1500,100,3.6,2,20,18
k=2,1500,100,3.6,2,20,866
greedy,1500,100,0.26,3,20,3
random,1500,100,4.69,3,20,0
bad_greedy,1500,100,4.69,3,20,1
k=1,1500,100,0.24,3,20,14
k=2,1500,100,0.24,3,20,641
greedy,1500,88,16.4886,4,20,3
random,1500,59,25.0847,4,20,0
bad_greedy,1500,67,21.6567,4,20,1
k=1,1500,88,16.0455,4,20,33
k=2,1500,88,16.0455,4,20,1564
greedy,1500,100,3.2,2,20,3
random,1500,100,15,2,20,0
bad_greedy,1500,92,16.3043,2,20,1
k=1,1500,100,2.8,2,20,15
k=2,1500,100,2.6,2,20,671
greedy,1500,100,0.38,3,20,3
random,1500,100,4.46,3,20,0
bad_greedy,1500,100,4.46,3,20,1
k=1,1500,100,0.27,3,20,17
k=2,1500,100,0.23,3,20,751
greedy,1500,80,18.7,4,20,3
random,1500,47,31.7872,4,20,0
bad_greedy,1500,45,32.6889,4,20,1
k=1,1500,80,18.675,4,20,35
k=2,1500,80,18.675,4,20,1727
greedy,1500,100,3.4,2,20,3
random,1500,99,15.1515,2,20,0
bad_greedy,1500,94,15.9574,2,20,1
k=1,1500,100,3,2,20,16
k=2,1500,100,3,2,20,719
greedy,1500,100,0.25,3,20,3
random,1500,100,4.27,3,20,0
bad_greedy,1500,100,4.27,3,20,1
k=1,1500,100,0.24,3,20,15
k=2,1500,100,0.24,3,20,679
greedy,1500,86,17.1628,4,20,3
random,1500,45,33.2222,4,20,0
bad_greedy,1500,53,27.1321,4,20,1
k=1,1500,86,16.4535,4,20,41
k=2,1500,87,16.9885,4,20,1997
greedy,800,100,7.8,2,11,10
random,800,81,9.87654,2,11,0
bad_greedy,800,65,12.3077,2,11,1
k=1,800,100,7.6,2,11,34
k=2,800,100,7.4,2,11,1736
greedy,800,100,1.44,3,11,3
random,800,100,4.45,3,11,0
bad_greedy,800,100,4.45,3,11,1
k=1,800,100,1.42,3,11,35
k=2,800,100,1.41,3,11,1666
greedy,800,40,19.925,4,11,3
random,800,16,49.4375,4,11,0
bad_greedy,800,23,32.2174,4,11,1
k=1,800,41,18.7317,4,11,59
k=2,800,41,18.7073,4,11,2853
greedy,800,99,8.08081,2,11,3
random,800,80,10,2,11,0
bad_greedy,800,64,12.5,2,11,1
k=1,800,99,8.08081,2,11,36
k=2,800,99,8.08081,2,11,1699
greedy,800,100,1.06,3,11,3
random,800,100,4.77,3,11,0
bad_greedy,800,100,4.77,3,11,1
k=1,800,100,1.01,3,11,29
k=2,800,100,1,3,11,1418
greedy,800,48,15.7917,4,11,3
random,800,19,41.8421,4,11,0
bad_greedy,800,28,26.3571,4,11,1
k=1,800,50,15.46,4,11,57
k=2,800,50,15.46,4,11,2777
greedy,800,100,7.6,2,11,3
random,800,74,10.8108,2,11,0
bad_greedy,800,65,12.3077,2,11,1
k=1,800,100,7.2,2,11,32
k=2,800,100,7,2,11,1525
greedy,800,100,0.98,3,11,3
random,800,100,4.3,3,11,0
bad_greedy,800,100,4.3,3,11,1
k=1,800,100,0.95,3,11,34
k=2,800,100,0.92,3,11,1418
greedy,800,37,20.3784,4,11,3
random,800,18,44.3889,4,11,0
bad_greedy,800,21,37.4762,4,11,1
k=1,800,37,20.3784,4,11,59
k=2,800,37,20.3784,4,11,2916
greedy,800,100,7.2,2,11,3
random,800,78,10.2564,2,11,0
bad_greedy,800,68,11.7647,2,11,1
k=1,800,100,7.2,2,11,32
k=2,800,100,7.2,2,11,1493
greedy,800,100,0.91,3,11,3
random,800,100,4.39,3,11,0
bad_greedy,800,100,4.39,3,11,1
k=1,800,100,0.89,3,11,29
k=2,800,100,0.88,3,11,1344
greedy,800,52,14.8269,4,11,3
random,800,26,29.3077,4,11,0
bad_greedy,800,33,22.8788,4,11,1
k=1,800,52,14.8269,4,11,57
k=2,800,52,14.8269,4,11,2823
greedy,800,100,6.6,2,11,3
random,800,74,10.8108,2,11,0
bad_greedy,800,67,11.9403,2,11,1
k=1,800,100,6.6,2,11,29
k=2,800,100,6.6,2,11,1425
greedy,800,100,1.2,3,11,4
random,800,100,4.58,3,11,0
bad_greedy,800,100,4.58,3,11,1
k=1,800,100,1.17,3,11,32
k=2,800,100,1.15,3,11,1528
greedy,800,44,18.0909,4,11,3
random,800,14,53.9286,4,11,0
bad_greedy,800,29,27.4828,4,11,1
k=1,800,44,18.0455,4,11,57
k=2,800,44,18.0455,4,11,2822
greedy,800,100,7.8,2,11,3
random,800,86,9.30233,2,11,0
bad_greedy,800,66,12.1212,2,11,1
k=1,800,100,7.6,2,11,34
k=2,800,100,7.6,2,11,1628
greedy,800,100,1.23,3,11,3
random,800,100,4.51,3,11,0
bad_greedy,800,100,4.51,3,11,1
k=1,800,100,1.19,3,11,32
k=2,800,100,1.16,3,11,1500
greedy,800,55,14.4909,4,11,3
random,800,23,34,4,11,0
bad_greedy,800,38,20.6053,4,11,1
k=1,800,55,13.5273,4,11,55
k=2,800,55,13.5273,4,11,2792
greedy,800,100,7.2,2,11,3
random,800,73,10.9589,2,11,0
bad_greedy,800,57,14.0351,2,11,1
k=1,800,100,7.2,2,11,31
k=2,800,100,7,2,11,1512
greedy,800,100,1.07,3,11,3
random,800,100,4.32,3,11,0
bad_greedy,800,100,4.32,3,11,1
k=1,800,100,1.04,3,11,31
k=2,800,100,1.02,3,11,1558
greedy,800,46,16.6957,4,11,3
random,800,31,25.1613,4,11,0
bad_greedy,800,31,25,4,11,2
k=1,800,47,16.5106,4,11,55
k=2,800,47,16.5106,4,11,2806
greedy,800,100,6.8,2,11,3
random,800,85,9.41176,2,11,0
bad_greedy,800,66,12.1212,2,11,1
k=1,800,100,6.8,2,11,30
k=2,800,100,6.8,2,11,1453
greedy,800,100,1,3,11,3
random,800,100,4.59,3,11,0
bad_greedy,800,100,4.59,3,11,1
k=1,800,100,0.95,3,11,30
k=2,800,100,0.93,3,11,1404
greedy,800,41,19.2439,4,11,3
random,800,24,33.1667,4,11,0
bad_greedy,800,26,30.7308,4,11,1
k=1,800,41,19.2439,4,11,60
k=2,800,41,19.2439,4,11,3115
greedy,800,100,7.4,2,11,3
random,800,78,10.2564,2,11,0
bad_greedy,800,57,14.0351,2,11,1
k=1,800,100,7.4,2,11,33
k=2,800,100,7.4,2,11,1539
greedy,800,100,1.12,3,11,4
random,800,100,4.61,3,11,0
bad_greedy,800,100,4.61,3,11,1
k=1,800,100,1.09,3,11,33
k=2,800,100,1.09,3,11,1460
greedy,800,44,18.0455,4,11,3
random,800,10,78,4,11,0
bad_greedy,800,32,24.5,4,11,1
k=1,800,45,17.7778,4,11,54
k=2,800,45,17.7778,4,11,2654
greedy,800,100,7.4,2,11,3
random,800,84,9.52381,2,11,0
bad_greedy,800,71,11.2676,2,11,1
k=1,800,100,7.2,2,11,32
k=2,800,100,7.2,2,11,1532
greedy,800,100,0.94,3,11,3
random,800,100,4.32,3,11,0
bad_greedy,800,100,4.32,3,11,1
k=1,800,100,0.91,3,11,30
k=2,800,100,0.89,3,11,1444
greedy,800,49,16.3265,4,11,3
random,800,18,42.6111,4,11,0
bad_greedy,800,24,30.9583,4,11,1
k=1,800,49,16.3265,4,11,53
k=2,800,49,16.3265,4,11,2661
greedy,2900,100,6.8,2,11,4
random,2900,100,20,2,11,0
bad_greedy,2900,100,20,2,11,1
k=1,2900,100,6.6,2,11,33
k=2,2900,100,6.6,2,11,1941
greedy,2900,100,1.09,3,11,4
random,2900,100,4.28,3,11,0
bad_greedy,2900,100,4.28,3,11,1
k=1,2900,100,1.02,3,11,31
k=2,2900,100,1,3,11,1543
greedy,2900,82,34.4634,4,11,3
